song_id,title,type,duration,genre_id,style_id
1,Flesh Machine,song,,,
2,Fountain of Stillness,song,,,
3,Getting Old,song,,,
4,Hollow Body,song,,,
5,Addict,song,,,
6,March to War,song,,,
7,Buddha Screams,song,,,
8,Object May Appear Closer,song,,,
9,Offending the White Man,song,,,
10,Airwave Lament,song,,,
11,Cooped Up and We Ain't No Chickens,song,,,
12,Small Letters,song,,,
13,Spooge,song,,,
14,Empty Your Mind,song,,,
15,T-bonus Track,song,,,
